judul,kategori,source,date
"Pebulutangkis Putri Korsel Disebut Mirip Jonatan Christie, Apa Katanya?",sport,detik.com,"Senin, 13 Jan 2020 18:26 WIB"
Hasil CT Scan Tunjukkan Kento Momota Cedera Ringan,sport,detik.com,"Senin, 13 Jan 2020 17:13 WIB"
Video Sergio Ramos Eksekusi Penalti dengan Kaki Cedera,sport,detik.com,"Senin, 13 Jan 2020 17:02 WIB"
Chou Tien Chen dan Anthony Ginting Doakan Kento Momota Baik-Baik Saja,sport,detik.com,"Senin, 13 Jan 2020 16:32 WIB"
PBSI Patok Target 1 Gelar Juara di Daihatsu Indonesia Masters 2020,sport,detik.com,"Senin, 13 Jan 2020 16:02 WIB"
Djokovic: Tak Ada Favorit di Australia Terbuka 2020,sport,detik.com,"Senin, 13 Jan 2020 15:26 WIB"
Video Penampakan Mobil Van Kento Momota yang Kecelakaan di Malaysia,sport,detik.com,"Senin, 13 Jan 2020 14:34 WIB"
Video: Mobil yang Ditumpangi Kento Momota Tabrak Truk di Malaysia,sport,detik.com,"Senin, 13 Jan 2020 14:23 WIB"
Peserta Daihatsu Indonesia Masters Jajal Istora Senaya,sport,detik.com,"Senin, 13 Jan 2020 14:17 WIB"
"City Nyerah Kejar Liverpool, Guardiola: Lupakan Saja",sport,detik.com,"Senin, 13 Jan 2020 12:41 WIB"
Menpora Malaysia Beberkan Kondisi Terkini Kento Momota,sport,detik.com,"Senin, 13 Jan 2020 11:59 WIB"
Kondisi Kento Momota Stabil,sport,detik.com,"Senin, 13 Jan 2020 11:40 WIB"
Video City Pesta Gol 6-1 di Markas Aston Villa,sport,detik.com,"Senin, 13 Jan 2020 09:42 WIB"
"Kento Momota Kecelakaan Mobil Usai Juara Malaysia Masters, Sopirnya Tewas",sport,detik.com,"Senin, 13 Jan 2020 09:36 WIB"
Video Los Blancos Juara Piala Super Spanyol via Adu Penalti,sport,detik.com,"Senin, 13 Jan 2020 08:06 WIB"
Serena Williams Raih Trofi WTA Selama Empat Dekade Beruntun,sport,detik.com,"Senin, 13 Jan 2020 02:45 WIB"
Ini Misi Pelatih Duetkan Tontowi Ahmad dan Apriyani Rahayu,sport,detik.com,"Selasa, 14 Jan 2020 21:50 WIB"
"Kalah Lagi, Hafiz/Gloria Banyak PR untuk Amankan Tiket Olimpiade 2020",sport,detik.com,"Selasa, 14 Jan 2020 21:35 WIB"
Hafiz/Gloria yang Belum Juga Terbiasa dengan Angin Istora,sport,detik.com,"Selasa, 14 Jan 2020 21:13 WIB"
