judul,kategori,source,date
"Soleimani Tewas, Esmail Ghaani Pimpin Pasukan Elit Iran ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
Trump Ancam Hancurkan 52 Situs Terpenting Iran,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
Cakar dan Gigi Singa Diincar Pemburu Liar untuk Ilmu Hitam ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
Populasi Muslim di Inggris Tembus 3 Juta Orang untuk Pertama Kali,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
"Hadapi Iran, 3.500 Pasukan Divisi Airborne Amerika Dimobilisasi",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
Geger Video Penumpang Dewasa Pipis di Ruang Tunggu Bandara,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
Iran Kibarkan Bendera Merah Simbol Balas Dendam Qassem Soleimani ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
Kisah Perempuan Tersubur dari Uganda Punya 44 Anak,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
Milisi Kataib Hizbullah Minta Pasukan Irak Jauhi Pangkalan AS,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
Pangkalan dan Kompleks Kedubes AS di Irak Mulai Diserang Roket,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
"Protes Kematian Jenderal Soleimani, Warga Jalur Gaza Demo  ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-05/dunia
"Predator Seks, Mahasiswa Indonesia Reynhard Sinaga Dipenjara ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Finlandia Ajukan Proposal 4 Hari Kerja ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
2 Balita Jadi Korban Penginapan Runtuh di Kamboja  ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
"Australia Diguyur Hujan, Otoritas Tetap Waspada Kebakaran Hutan  ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Kisah Bayi Kembar yang Lahir di Tahun Berbeda ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
6 Turis Jerman Tewas Ditabrak Sopir Mabuk,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Ghislaine Maxwell Mantan Pacar Jeffrey Epstein Dikawal Ketat ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
DPR AS Mau Batasi Wewenang Militer Trump Terkait Iran,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
"Dulu Franz Ferdinand, Kini Qassem Soleimani",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Qassem Soleimani Akan Dimakamkan di Kota Kelahirannya,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Iran Beri Imbalan Rp 1 Triliun untuk Kepala Donald Trump,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Trump Ancam Sanksi Irak Jika Usir Pasukan Amerika,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Anggota Parlemen Iran Ancam Serang Gedung Putih,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Putri Qassem Soleimani: Hassan Nasrallah Akan Balas Kematian Ayah,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Pasukan Rudal Iran Siaga Tinggi Sejak Kematian Qassem Soleimani,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
"Qassem Soleimani Tewas, Parlemen Irak Sepakat Usir Pasukan AS ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
"Lempar Koin ke Pesawat, Laki-laki di Cina Kena Denda Rp 240 Juta",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
"Hadapi Amerika Serikat, Iran Siap Lanjutkan Program Nuklir ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
YouTuber Muda Beri Kejutan ke Ibu Uang Tunai Rp 30 Juta  ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
"Amerika dan Iran di Ambang Perang, Situs Wajib Militer AS Jebol",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
Manusia Tertua di Dunia Ulang Tahun ke-117  ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
"Roket Kembali Menghantam Kawasan Kedubes AS di Irak, Enam Terluka",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-06/dunia
