judul,kategori,date,source
"Ernest Prakasa: Atta Halilintar Mending Lu Pikir Karier Lain, Bintang Emon Mau Masuk YouTube ",Hits,"29/05/2020, 11:06 WIB",kompas.com
"Sinopsis Film Kickboxer: Vengeance, Kisah Balas Dendam Adik atas Kematian Kakaknya",Film,"29/05/2020, 10:57 WIB",kompas.com
"Bintang Emon Beli Kamera Rp 60 Juta, Begini Respons Ernest Prakasa",Seleb,"29/05/2020, 10:41 WIB",kompas.com
"Sinopsis Film Tunnel, Kisah Ha Jung Woo Bertahan Hidup di Reruntuhan Terowongan",Film,"29/05/2020, 10:34 WIB",kompas.com
"Sidang Perdana Lucinta Luna, Didakwa Pasal Berlapis dan Tak Ajukan Eksepsi",Seleb,"29/05/2020, 10:21 WIB",kompas.com
"Sinopsis Trauma Center, Penyelamatan Saksi Kunci di Rumah Sakit",Film,"12/06/2020, 23:51 WIB",kompas.com
Artis Jerry Lawalata Ditangkap atas Dugaan Kasus Narkoba,Seleb,"12/06/2020, 23:44 WIB",kompas.com
Rianti Cartwright Sayangkan Stigma Mandul di Masyarakat,Seleb,"12/06/2020, 23:22 WIB",kompas.com
Rianti Cartwright: Awal Berhenti Kerja Sempat Uring-uringan,Seleb,"12/06/2020, 23:02 WIB",kompas.com
"Program Bayi Tabung Gagal Berkali-kali, Rianti Cartwright Sempat Berpikir Adopsi Anak",Seleb,"12/06/2020, 22:55 WIB",kompas.com
"Sinopsis Reply 1988, Kisah Cinta dan Persahabatan 5 Remaja",Film,"12/06/2020, 22:49 WIB",kompas.com
"Jalani Rekaman Lagu Serenata Jiwa Lara, Dian Sastro Merasa Dikerjai",Musik,"12/06/2020, 22:37 WIB",kompas.com
"Hamil Setelah 9 Tahun Nikah, Rianti Cartwright Ceritakan Proses Jalani Bayi Tabung",Seleb,"12/06/2020, 22:30 WIB",kompas.com
Pujian Lady Gaga dan Kebanggaannya Jadi Personel BLACKPINK Kelima,Seleb,"28/05/2020, 10:03 WIB",kompas.com
Lee Dong Gun dan Jo Yoon Hee Bercerai ,Seleb,"28/05/2020, 10:00 WIB",kompas.com
Suga BTS Jelaskan Kenapa Butuh Waktu 4 Tahun Rilis Mixtape D-2,Musik,"28/05/2020, 09:52 WIB",kompas.com
Nikita Mirzani Buka-bukaan Penghasilan 1 Bulan hingga Benci pada Barbie Kumalasari,Seleb,"28/05/2020, 09:48 WIB",kompas.com
3 Fakta dari Hoaks Meninggalnya Mamah Dedeh,Seleb,"28/05/2020, 09:36 WIB",kompas.com
"George Floyd Tewas Diinjak Polisi, Agnez Mo: Hati Saya Terluka",Seleb,"29/05/2020, 10:08 WIB",kompas.com
"Fakta Terbaru Kasus Video Syur Mirip Syahrini, Tersangka Fans Luna Maya",Seleb,"29/05/2020, 09:57 WIB",kompas.com
"Jadi Viral, Bintang Emon Lebih Hati-hati Bicara hingga Ditelepon Petugas Pajak",Seleb,"29/05/2020, 09:36 WIB",kompas.com
Respons Anang dan Ashanty Melihat Kedekatan Aurel dan Atta Halilintar,Seleb,"29/05/2020, 09:21 WIB",kompas.com
Andrea Dian dan Ganindra Bimo Bicara soal Bayi Tabung dan Alami Keguguran,Seleb,"29/05/2020, 09:03 WIB",kompas.com
"Boy William soal Musik, Trauma Nyanyi Live sampai Idol Kpop Favorit",Seleb,"29/05/2020, 08:51 WIB",kompas.com
Nadin Amizah Rilis Debut Album di Hari Ulang Tahun dan Jadi Trending Twitter,Seleb,"29/05/2020, 08:36 WIB",kompas.com
Alasan Dian Sastro Mau Nyanyi di Lagu Serenata Jiwa Lara ,Musik,"12/06/2020, 22:11 WIB",kompas.com
Christine Hakim ke Reza Rahadian: Pertemuan dari Sebuah Kerinduan,Seleb,"12/06/2020, 22:05 WIB",kompas.com
Christine Hakim Pernah Berniat Pensiun dari Dunia Hiburan,Film,"12/06/2020, 21:56 WIB",kompas.com
"Masih Ada yang Remehkan Seni Peran, Christine Hakim: Akting Enggak Bisa Pura-pura",Film,"12/06/2020, 21:49 WIB",kompas.com
Tips Awet Muda ala Armand Maulana,Seleb,"12/06/2020, 21:42 WIB",kompas.com
Cerita Jharna Bhagwani soal Boneka Mirip Chucky yang Tiba-tiba Bicara Sendiri,Seleb,"04/06/2020, 16:29 WIB",kompas.com
Promotor Ini Tidak Rumahkan Karyawannya meski Kena Imbas Corona,Musik,"12/06/2020, 21:36 WIB",kompas.com
Album Solo Lay EXO Sukses Besar di China QQ Music,Seleb,"04/06/2020, 16:25 WIB",kompas.com
Darius Sinathrya dan Donna Agnesia Selalu Hindari Bertengkar di Depan Anak,Seleb,"04/06/2020, 16:18 WIB",kompas.com
"Bebas dari Penjara, Ferdian Paleka Menyesal dan Minta Maaf",Hits,"04/06/2020, 16:07 WIB",kompas.com
Begini Nasib Youngmin AB6IX Usai Ditangkap Polisi,Seleb,"04/06/2020, 15:48 WIB",kompas.com
YouTuber Ferdian Paleka Dibebaskan dari Penjara,Hits,"04/06/2020, 15:46 WIB",kompas.com
"Menikah dengan Donna Agnesia di Usia 21 Tahun, Darius Sinathrya: She Is The One",Seleb,"04/06/2020, 15:44 WIB",kompas.com
"Christian Sugiono Masih Simpan Barang Masa Pacaran 21 Tahun Lalu, Titi Kamal Terharu",Seleb,"04/06/2020, 15:42 WIB",kompas.com
"Mengemudi Saat Mabuk, Youngmin AB6IX Ditangkap Polisi",Seleb,"04/06/2020, 15:36 WIB",kompas.com
Shandy Aulia Pusing Suami Cuci Uang sampai Lap ATM Pakai Alkohol,Seleb,"04/06/2020, 15:33 WIB",kompas.com
Park Seo Joon Jadi Aktor Korea Pertama yang Raih Gold Play Button YouTube,Hits,"03/06/2020, 16:49 WIB",kompas.com
"Heboh Video Kasus Novel Baswedan, Bintang Emon Sebut Ada yang Usik Akun Kakak dan Manajer",Hits,"15/06/2020, 22:43 WIB",kompas.com
"Lelang Sepatu Kesayangan, Luna Maya Antusias Ada yang Tawar Rp 5 Juta",Seleb,"14/06/2020, 22:50 WIB",kompas.com
"Lebih Cemburuan dari Darius Sinathrya, Donna Agnesia Dulu Cemberut dan Menangis ",Seleb,"04/06/2020, 15:27 WIB",kompas.com
"Sinopsis Legend of The Blue Sea Episode 10, Lukisan yang Jawab Mimpi Aneh Joon Jae",Film,"04/06/2020, 15:19 WIB",kompas.com
"Rossa Rilis Hati yang Tersakiti Versi Korea, Netizen Bilang Cocok Jadi OST The World of The Married",Musik,"04/06/2020, 15:07 WIB",kompas.com
"Romantis, Titi Kamal Unggah Surat Cinta untuk Christian Sugiono 21 Tahun Lalu",Seleb,"04/06/2020, 15:03 WIB",kompas.com
"Jadi Ibu Baru, Shandy Aulia Kerja Sama dengan Suami Urus Anak ",Seleb,"04/06/2020, 14:55 WIB",kompas.com
"Episode Spesial The World of The Married Tayang Malam Ini, Begini Bocorannya",Hits,"03/06/2020, 16:35 WIB",kompas.com
"Ajukan Rehabilitasi, Dwi Sasono Jalani Asesmen",Seleb,"03/06/2020, 16:33 WIB",kompas.com
"Siwon: Saya Mungkin Terlihat Ekstrovert dan Mudah Adaptasi, tapi Sebenarnya...",Seleb,"03/06/2020, 16:32 WIB",kompas.com
James Cameron Jalani Karantina 14 Hari Sebelum Kembali Syuting Avatar,Film,"03/06/2020, 16:30 WIB",kompas.com
Ben Affleck Turun ke Jalan Dukung Aksi Protes Black Lives Matter,Seleb,"03/06/2020, 16:14 WIB",kompas.com
"Manusia Kasur, Singel Kolaborasi Petra Sihombing dan Pamungkas ",Musik,"03/06/2020, 16:02 WIB",kompas.com
"Video Musik Lagu More & More TWICE Dituding Plagiat, JYP Entertainment Buka Suara",Musik,"03/06/2020, 15:52 WIB",kompas.com
Deddy Corbuzier Terkejut Dapat Jam Tangan Mewah dari Andre Taulany,Seleb,"03/06/2020, 15:48 WIB",kompas.com
"Sinopsis Cewek-Cewek Pelaut, Film Jadul Tayang Hari Ini",Film,"03/06/2020, 15:41 WIB",kompas.com
Polisi Ungkap Hasil Rapid Test Dwi Sasono,Seleb,"03/06/2020, 15:41 WIB",kompas.com
"Cukup Baca Sinopsis, Lukman Sardi Tertarik Bermain Serial The Bridge Season 2",Film,"15/06/2020, 22:32 WIB",kompas.com
"Sushant Singh Rajput Meninggal, Warganet Menunggu Kriti Sanon Ucapkan Belasungkawa",Seleb,"15/06/2020, 22:24 WIB",kompas.com
Bintang Emon Buka Lagi Akun Twitter-nya dan Ucapkan Terima Kasih,Hits,"15/06/2020, 22:05 WIB",kompas.com
"Jadi Inspektur Polisi di The Bridge Season 2, Ario Bayu Merasa Unik",Film,"15/06/2020, 21:53 WIB",kompas.com
Trainee dan Staf Dikabarkan Alami Kecelakaan di Lokasi Reality Show I-LAND,Film,"15/06/2020, 21:45 WIB",kompas.com
Kang Daniel Bakal Rilis Soundtrack Drama Pertamanya untuk Backstreet Rookie,Musik,"15/06/2020, 21:05 WIB",kompas.com
Ringgo Agus Rahman Senang Kehamilan Sabai Morscheck Kali Ini Lebih Hemat,Seleb,"15/06/2020, 20:49 WIB",kompas.com
"Sinopsis Film Door Lock, Teror Mencekam Dalam Sebuah Apartemen",Film,"15/06/2020, 20:41 WIB",kompas.com
Suga BTS Cetak Rekor untuk Artis Solo Kpop di Billboard 200,Musik,"02/06/2020, 15:48 WIB",kompas.com
"Tantang Sandiaga Uno Nyanyi, Lyodra: Pak, Aku Berdosa Enggak?",Musik,"14/06/2020, 22:26 WIB",kompas.com
"Aktor Bollywood Sushant Singh Rajput Tewas, Ditemukan Gantung Diri di Rumahnya",Seleb,"14/06/2020, 22:17 WIB",kompas.com
Lyodra Senang jika Runner Up dan Finalis Indonesian Idol Lebih Sukses Dibandingkan Dirinya,Seleb,"14/06/2020, 21:54 WIB",kompas.com
"Putri Marino: 24 Jam di Rumah Bersama Keluarga, Enggak Semua Orang Punya Privilege Itu",Seleb,"14/06/2020, 21:41 WIB",kompas.com
"Bintang Bollywood Sushant Singh Rajput Ditemukan Tewas, Diduga Bunuh Diri",Seleb,"14/06/2020, 20:55 WIB",kompas.com
"Di Rumah Aja, Putri Marino Senang Banyak Waktu Bersama Chicco Jerikho",Seleb,"14/06/2020, 20:37 WIB",kompas.com
"Lyodra Komentari Kabar ""Kutukan"" Juara 1 Indonesian Idol Kurang Terkenal",Seleb,"14/06/2020, 20:06 WIB",kompas.com
"Ruben Onsu Belum Mediasi Terkait Sengketa Merek Geprek Bensu, Ini Alasannya",Seleb,"14/06/2020, 19:55 WIB",kompas.com
"Sinopsis Episode 19 Legend of The Blue Sea, Chi Hyun Tenggak Racun Usai Tembak Shim Chung",Film,"14/06/2020, 18:47 WIB",kompas.com
Yuni Shara: Saya Tidak Pernah Menempatkan Diri sebagai Ibu dari Anak Sambung Saya,Seleb,"14/06/2020, 18:40 WIB",kompas.com
Yuni Shara Bicara Teman Masa Tua dan Protes Dua Anaknya,Seleb,"19/05/2020, 10:31 WIB",kompas.com
"Sinopsis Mohabbatein, Kisah Cinta Tragis Shah Rukh Khan dan Aishwarya Rai",Film,"01/06/2020, 11:39 WIB",kompas.com
Nagita Slavina Mengeluh Bayar Listrik Rp 1 Juta untuk Dua Hari,Seleb,"03/06/2020, 15:40 WIB",kompas.com
Cara Unik Dian Sastro Semangati Tim Medis,Seleb,"03/06/2020, 15:27 WIB",kompas.com
"Drama Korea When My Love Blooms, Cinta Yoo Ji Tae dan Lee Bo Young Kembali Bersemi",Film,"03/06/2020, 15:16 WIB",kompas.com
"Kalau Sedang Suka Orang, Anwar Sanjaya Akui Bisa Jadi Bucin",Seleb,"03/06/2020, 15:02 WIB",kompas.com
"Karaokenya Beroperasi Lagi, Inul Bahagia Karyawannya Kembali Bekerja ",Seleb,"15/06/2020, 20:38 WIB",kompas.com
"Dukung Bintang Emon, Fiersa Besari: Melawak adalah Cara Melawan",Seleb,"15/06/2020, 20:37 WIB",kompas.com
Lukman Sardi Nikmati Syuting Pindah-pindah Negara di The Bridge Season 2,Film,"15/06/2020, 20:30 WIB",kompas.com
"Tes Kehamilan Sabai Morscheck Saat di Jepang, Ringgo Agus: Kaget Sih, Loh Kok Positif",Seleb,"15/06/2020, 20:18 WIB",kompas.com
"Antisipasi Covid-19, Sabai Morscheck Pilih Rumah Sakit Ibu dan Anak untuk Kontrol Kehamilan",Seleb,"15/06/2020, 20:17 WIB",kompas.com
"Lirik dan Chord Lagu Always, I'll Care - Jeremy Zucker",Musik,"15/06/2020, 20:14 WIB",kompas.com
Nagita Slavina Mengaku Tak Punya Foto Selfie di Ponselnya,Seleb,"02/06/2020, 15:47 WIB",kompas.com
"Akhir Pekan, Ariana Grande, Jamie Foxx hingga  Halsey Ikut Demo George Floyd",Seleb,"02/06/2020, 15:39 WIB",kompas.com
"Melahirkan di Masa Covid-19, Mona Ratuliu Sebut Jalani Serangkaian Tes",Seleb,"02/06/2020, 15:35 WIB",kompas.com
4 Alasan Menarik Serial Snowpiercer Wajib Ditonton,Hits,"02/06/2020, 15:13 WIB",kompas.com
"Diisukan Meninggal Empat Kali, Mamah Dedeh Hanya Tertawa dan Petik Hikmahnya",Seleb,"02/06/2020, 15:11 WIB",kompas.com
"Sengketa Merek Geprek Bensu, Jordi Onsu: Beberapa Mitra Enggak Bisa Buka Cabang",Seleb,"14/06/2020, 18:06 WIB",kompas.com
Produser Chand Parwez Yakin Perfilman Indonesia Bangkit Setelah Pandemi,Film,"14/06/2020, 17:42 WIB",kompas.com
"Kasasi Ditolak MA, Ruben Onsu Pertimbangkan PK Terkait Merek Geprek Bensu",Seleb,"14/06/2020, 17:28 WIB",kompas.com
Yuni Shara Unggah Video dengan Mantan Suami: Anak-anak Lupa Papa Bundanya Sudah Bercerai ,Seleb,"14/06/2020, 17:15 WIB",kompas.com
Big Hit Sebut Jungkook BTS Menyesal Nongkrong di Itaewon Saat Social Distancing,Seleb,"19/05/2020, 10:19 WIB",kompas.com
Syakir Daulay Rilis Lagu Duet dan Dijodohkan dengan Adiba Uje,Musik,"19/05/2020, 10:18 WIB",kompas.com
"Dwi Sasono: Betul Saya Pakai Narkoba, Saya Salah",Seleb,"01/06/2020, 11:35 WIB",kompas.com
"Suga BTS Sisipkan Pidato Kontoversial Jim Jones, Big Hit Minta Maaf dan Beri Penjelasan",Musik,"01/06/2020, 11:24 WIB",kompas.com
"Dwi Sasono Ditangkap, Polisi Temukan Ganja 16 Gram",Seleb,"01/06/2020, 11:22 WIB",kompas.com
"Sinopsis Check in Bangkok, Kisah Cinta Segitiga di Negeri Gajah Putih",Film,"01/06/2020, 11:09 WIB",kompas.com
"Sinopsis Film In The Blood, Saat Bulan Madu Berujung Petaka",Film,"01/06/2020, 10:42 WIB",kompas.com
Polisi Akan Beberkan Kronologi Penangkapan Dwi Sasono,Seleb,"01/06/2020, 10:25 WIB",kompas.com
"Sinopsis Film A Violent Prosecutor, Ketika Jaksa Dituduh Membunuh Pelaku Kejahatan",Film,"01/06/2020, 10:09 WIB",kompas.com
Kasus Narkoba Dwi Sasono Siap Diungkap Hari Ini,Seleb,"01/06/2020, 10:07 WIB",kompas.com
"9 Fakta Menarik Sour Candy, Lagu Kolaborasi Lady Gaga dan BLACKPINK",Musik,"01/06/2020, 09:53 WIB",kompas.com
3 Ungkapan Haru BCL Kali Pertama Lebaran Tanpa Ashraf Sinclair,Seleb,"01/06/2020, 09:36 WIB",kompas.com
"Tante Meninggal karena Covid-19, Maia Estianty Beri Pesan Penting",Seleb,"01/06/2020, 09:20 WIB",kompas.com
"Film Finding Nemo Genap 17 Tahun, Fans: Beginilah Rasanya Jadi Tua",Film,"01/06/2020, 09:03 WIB",kompas.com
"Daniel Mananta Pernah Cemburu pada Ari Lasso gara-gara Marissa Nasution, Kenapa?",Seleb,"02/06/2020, 15:00 WIB",kompas.com
Gendong Anak Keempat Terasa Berbeda untuk Mona Ratuliu dan Indra Brasco,Seleb,"02/06/2020, 14:53 WIB",kompas.com
Nagita Slavina Ungkap Penyebab Pertengkarannya dengan Raffi Ahmad di Awal Pernikahan,Seleb,"02/06/2020, 14:50 WIB",kompas.com
"Daniel Mananta Bangga Pernah Pacari Marissa Nasution, tapi Bukan karena Cinta",Seleb,"02/06/2020, 14:46 WIB",kompas.com
Aktor Cole Sprouse Ditangkap dan Diikat Polisi Saat Ikut Demo George Floyd ,Seleb,"02/06/2020, 14:38 WIB",kompas.com
Alasan Anang Hermansyah Belum Rela Jual Rumahnya kepada Atta Halilintar,Seleb,"02/06/2020, 14:32 WIB",kompas.com
"Tiga Kali Gagal Berumah Tangga, Nikita Mirzani Ogah Menikah Lagi",Seleb,"02/06/2020, 14:13 WIB",kompas.com
Panji Petualang Kutuk Keras Pelaku Bullying terhadap Bocah Penjual Jalangkote,Seleb,"19/05/2020, 10:14 WIB",kompas.com
"Hamil 4 Bulan, Citra Kirana Tak Mau Jauh dari Rizky Adhitya sampai Menangis",Seleb,"19/05/2020, 10:12 WIB",kompas.com
Indro Warkop Prihatin PSBB Tidak Tertib sampai Jadi Rajin Ibadah dan Olahraga,Seleb,"19/05/2020, 10:08 WIB",kompas.com
"Cerita Masa Kecil Erick Thohir, Pecahkan Celengan demi Beli Satu Karung Biji Karet",Seleb,"19/05/2020, 10:01 WIB",kompas.com
Cerita Nafa Urbach soal Pasangan dan Anak Tak Izinkan Menikah Lagi,Seleb,"19/05/2020, 09:51 WIB",kompas.com
"Jungkook, Cha Eunwoo, Jaehyun, dan Mingyu Nongkrong di Itaewon, Agensi Minta Maaf",Seleb,"19/05/2020, 09:49 WIB",kompas.com
John Cusack Mengaku Diserang Polisi Saat Rekam Aksi Protes di Chicago,Seleb,"01/06/2020, 08:43 WIB",kompas.com
"Curahan Hati Marshanda, Titik Terendah dalam Hidup hingga Jodoh Baru",Seleb,"01/06/2020, 08:29 WIB",kompas.com
"Beberkan Sejarah Usaha Geprek Bensu, Jordi Onsu Bantah Melamar Jadi Manajer",Seleb,"13/06/2020, 23:12 WIB",kompas.com
"Atta Halilintar Tertarik Beli Rumah Anang, Ashanty Terkejut dengan Tawarannya",Seleb,"02/06/2020, 14:07 WIB",kompas.com
Ketakutan Daniel Mananta Saat Kehilangan Suara hingga Krisis Identitas,Seleb,"02/06/2020, 13:30 WIB",kompas.com
"Foto Mudanya Disebut Mirip Jessica Mila dan Isyana Sarasvati, Ini Komentar Titiek Puspa",Seleb,"19/05/2020, 09:44 WIB",kompas.com
"Imbas Corona, 4 Artis Ini Bisnis Dadakan demi Menyambung Hidup",Seleb,"19/05/2020, 09:39 WIB",kompas.com
"Konser Ambyar Tak Jogeti, Sajikan Hologram Didi Kempot dan Harga Tiket Tak Naik ",Musik,"19/05/2020, 09:32 WIB",kompas.com
"10 Tahun Menikah, Megan Fox dan Brian Austin Berpisah",Seleb,"19/05/2020, 09:31 WIB",kompas.com
"Ahmad Dhani, Impian Jadi Penyanyi Kelab Bergaji Rp 8 Juta dan Tips Tak Broken Heart",Seleb,"19/05/2020, 09:23 WIB",kompas.com
Jaehyun NCT Unggah Surat Permintaan Maaf Terkait Insiden Itaewon,Seleb,"19/05/2020, 09:14 WIB",kompas.com
"Ditodong Roasting Maia Estianty, Kiky Saputri: Menantu Sama Mertua Ada Adabnya",Seleb,"13/06/2020, 22:17 WIB",kompas.com
"40 Hari Meninggalnya Didi Kempot, Yuni Shara Persembahkan Video Duet Kapusan Janji",Seleb,"13/06/2020, 21:57 WIB",kompas.com
Reaksi Kocak Maia Estianty Lihat Kiky Saputri dan Dul Jaelani dalam Kondisi Basah,Seleb,"13/06/2020, 21:45 WIB",kompas.com
"Dapat Restu Maia Estianty, Kiky Saputri: Saya Bisa Nyuci, Ngepel, Masak",Seleb,"13/06/2020, 21:34 WIB",kompas.com
Jordi Onsu Mengaku Sudah Tawarkan Solusi soal Sengketa Merek Geprek Bensu,Seleb,"13/06/2020, 21:10 WIB",kompas.com
Maia Estianty Kenalkan Kiky Saputri sebagai Calon Menantu,Seleb,"13/06/2020, 21:02 WIB",kompas.com
"Sinopsis Film Unknown, Mengungkap Identitas Diri setelah Amnesia",Film,"16/06/2020, 22:50 WIB",kompas.com
"Sempat Kaget, Erwin Gutawa Mulai Terbiasa Berkarya di Tengah Pandemi",Seleb,"05/06/2020, 15:55 WIB",kompas.com
"Patok Tarif Endorse Fantastis, Prilly Latuconsina: Aku Enggak Sembarangan",Seleb,"19/06/2020, 22:39 WIB",kompas.com
"Terkait Sengketa Merek Geprek Bensu, Jordi Onsu: Ini Mau Baikan Jangan Dikomporin",Seleb,"13/06/2020, 20:39 WIB",kompas.com
Jordi Onsu Bantah 3 Kali Tolak Ajakan Damai Terkait Perseteruan Merek Ayam Geprek Bensu,Seleb,"13/06/2020, 20:20 WIB",kompas.com
"Akui Salah, Gading Marten Menyesal Tak Lakukan Ini Sejak Dulu",Seleb,"13/06/2020, 18:56 WIB",kompas.com
"Beri Pesan pada Gading Marten soal Gempi, Roy Marten: Camkan Itu!",Seleb,"13/06/2020, 18:21 WIB",kompas.com
"Sinopsis Film Sniper: Ultimate Kill, Misi Menangkap Gembong Narkoba Kolombia",Film,"16/06/2020, 21:38 WIB",kompas.com
"Ditegur Nagita Slavina karena Buka Ponselnya, Raffi Ahmad: Aku Juga Enggak Mau Lihat",Seleb,"16/06/2020, 21:29 WIB",kompas.com
Jordi Onsu Beberkan Alasan Gugat Benny Sujono Berkait Merek Geprek Bensu,Seleb,"16/06/2020, 20:58 WIB",kompas.com
"Semakin Mendunia, Lagu ""Lathi"" Dicover YouTuber Belanda Emma Heesters",Hits,"16/06/2020, 20:48 WIB",kompas.com
Demian Aditya Bicara soal Ketertarikan pada Sulap karena Deddy Corbuzier,Seleb,"16/06/2020, 20:33 WIB",kompas.com
Jessica Iskandar Sebut Nagita Jahat Gara-gara Nama Kontak di Ponselnya,Seleb,"16/06/2020, 20:30 WIB",kompas.com
Jordi Onsu Tanggapi Tawaran Benny Sujono untuk Beli Merek Geprek Bensu,Seleb,"16/06/2020, 19:58 WIB",kompas.com
"Tentang Ayah dan Anak, Lirik dan Chord Lagu Bodoh dari Petra Sihombing",Musik,"16/06/2020, 19:51 WIB",kompas.com
Badan Perfilman Indonesia Berharap Syuting Film Bisa Segera Dimulai,Film,"16/06/2020, 19:41 WIB",kompas.com
"Yuk, Simak Aturan Baru Nonton di Bioskop Cinema XXI di Masa New Normal",Hits,"16/06/2020, 19:41 WIB",kompas.com
"Meski Rumit, Erwin Gutawa Ungkap Cara Gelar Konser Orkestra Secara Virtual",Musik,"05/06/2020, 15:54 WIB",kompas.com
"Sule Sempat Mendendam pada Ayahnya karena Kejadian Masa Kecil, Ada Apa?",Seleb,"05/06/2020, 15:41 WIB",kompas.com
"Richard Kyle Peluk Seorang Wanita, Jessica Iskandar Cemburu",Seleb,"05/06/2020, 15:33 WIB",kompas.com
"Main di Surga Menanti, Syakir Daulay Sebut Awalnya Tak Berniat Jadi Artis",Seleb,"05/06/2020, 15:30 WIB",kompas.com
"Jadwal Tontonan Pilihan Sepekan di Viu, Temani Waktu PSBB",Film,"05/06/2020, 15:29 WIB",kompas.com
"Tubuh Penuh Tato, Young Lex Ternyata Masih Minta Disuapi Ibu",Seleb,"05/06/2020, 15:18 WIB",kompas.com
"Pernikahan Ditunda, Jessica Iskandar Gagal Bikin Kejutan ke Para Tamunya",Seleb,"05/06/2020, 15:14 WIB",kompas.com
Song Joong Ki Putuskan Mundur dari Film Season of You and Me,Seleb,"05/06/2020, 15:05 WIB",kompas.com
"Sebut Ibunya Mama SWAG, Young Lex: Aku Panggil Dia Pakai Gue dan Elo",Seleb,"05/06/2020, 14:48 WIB",kompas.com
"Sinopsis Film Peninsula, Sekuel Train to Busan yang Masuk Seleksi Festival Cannes 2020",Film,"05/06/2020, 14:38 WIB",kompas.com
Prilly Latuconsina Senang tapi Pusing Saat Tempati Rumah Baru,Seleb,"19/06/2020, 22:27 WIB",kompas.com
Kiat Nola Be3 Jaga Mood Anak selama Pandemi Covid-19,Seleb,"19/06/2020, 22:00 WIB",kompas.com
Tantangan Nola Be3 Jaga Kedisiplinan Naura dan Neona di Tengah Pandemi,Seleb,"19/06/2020, 21:41 WIB",kompas.com
"Lirik dan Chord Lagu Tatu, Single Hit Milik Didi Kempot",Musik,"19/06/2020, 21:41 WIB",kompas.com
"Lirik dan Chord Anak Kambing Saya, Lagu Anak-anak Populer",Musik,"19/06/2020, 21:33 WIB",kompas.com
"Sara Fajira: Kalau Bukan karena Mami dan Papa, Saya Enggak Bisa sampai Sini",Seleb,"19/06/2020, 21:25 WIB",kompas.com
"Lirik dan Chord Lagu Sampai Jumpa, Lagu Perpisahan dari Endank Soekamti",Musik,"19/06/2020, 21:21 WIB",kompas.com
Lirik dan Chord Lagu Teman Tapi Menikah dari Dengarkan Dia,Musik,"19/06/2020, 21:13 WIB",kompas.com
Kehadiran Naura dan Neona Disebut Jadi Regenerasi Penyanyi Anak,Musik,"19/06/2020, 21:03 WIB",kompas.com
Lirik dan Chord Lagu Keep Being You dari Isyana Sarasvati,Musik,"19/06/2020, 21:02 WIB",kompas.com
"Sinopsis film Mama, Kisah Horor Sosok Hantu Berwujud Ibu",Film,"19/06/2020, 21:02 WIB",kompas.com
Roy Marten Sebut Gading Mata Duitan karena Ungkap Cita-cita Masa Lalu,Seleb,"13/06/2020, 18:00 WIB",kompas.com
"Setelah Siwon, Yesung Super Junior Juga Unggah Twit Berbahasa Indonesia",Seleb,"13/06/2020, 17:49 WIB",kompas.com
"Sambil Tertawa, Gading Marten Sebut Sudah Move On",Seleb,"13/06/2020, 17:35 WIB",kompas.com
Gading Marten Terang-terangan Ungkap Rasa Sebal pada Roy Marten,Seleb,"13/06/2020, 17:21 WIB",kompas.com
"Mal Kembali Buka, Cinema XXI Belum Beroperasi ",Musik,"16/06/2020, 19:32 WIB",kompas.com
"Trending YouTube, Lirik dan Chord Luka Yang Kurindu dari Mahen",Musik,"16/06/2020, 19:20 WIB",kompas.com
"Jelang Buka Lagi di Masa New Normal, Cinema XXI Terapkan Aturan Baru",Film,"16/06/2020, 19:16 WIB",kompas.com
Deddy Corbuzier Sebut Demian Aditya Lebih Laris di Manila daripada di Indonesia,Seleb,"16/06/2020, 19:03 WIB",kompas.com
Pernikahan Jessica Iskandar dan Richard Kyle Ditunda hingga Tahun Depan,Seleb,"05/06/2020, 14:29 WIB",kompas.com
"Tak Kunjung Debut, Go Yoo Jin Menyerah Jadi Idol Kpop",Seleb,"05/06/2020, 14:27 WIB",kompas.com
BTS Masuk Daftar Selebritas Dunia Bayaran Tertinggi pada 2020,Musik,"05/06/2020, 14:26 WIB",kompas.com
"Kunci Sukses Sara Fajira: Tiap Orang Punya Karakter, Jangan Mau Jadi Orang Lain ",Seleb,"19/06/2020, 20:53 WIB",kompas.com
Lirik dan Chord Lagu Yang Patah Tumbuh Yang Hilang Berganti dari Banda Neira,Musik,"19/06/2020, 20:44 WIB",kompas.com
Rilis Film Sailor Moon Diundur hingga 2021 akibat Pandemi Corona,Film,"19/06/2020, 20:43 WIB",kompas.com
Lirik dan Chord Lagu Nematomorpha - Fourtwnty,Musik,"10/06/2020, 19:09 WIB",kompas.com
4 Adengan Romantis Lee Min Ho dan Kim Go Eun di The King: Eternal Monarch,Film,"09/06/2020, 20:31 WIB",kompas.com
5 Cuplikan Adegan Menegangkan dalam Trailer Train to Busan 2: Peninsula,Film,"17/06/2020, 23:03 WIB",kompas.com
"Sempat Putus, Surya Saputra Beberkan Cara Efektif Balikan dengan Cynthia Lamusu",Seleb,"05/06/2020, 14:20 WIB",kompas.com
Lirik dan Chord Lagu Circles dari Post Malone,Musik,"10/06/2020, 19:07 WIB",kompas.com
"Peraturan Baru New Normal, CGV Terapkan Pembayaran Digital",Film,"10/06/2020, 19:05 WIB",kompas.com
