judul,kategori,date,source
"Miracle In Cell No 7, Beban Berat Kedua Hanung Bramantyo dan Tangis Kejer Vino G Bastian",Film,"12/05/2020, 08:13 WIB",kompas.com
Tina Toon: Selamat Jalan Engkong...,Seleb,"24/05/2020, 12:54 WIB",kompas.com
Hari Ini Sidang Perdana Lucinta Luna Digelar secara Telekonferensi,Seleb,"27/05/2020, 14:10 WIB",kompas.com
"Pesan Terakhir Preksha Mehta di Instagram, Isyaratkan Bunuh Diri?",Seleb,"27/05/2020, 14:04 WIB",kompas.com
"Sinopsis Film Sweet 20, Kisah Nenek 70 Tahun yang Kembali Muda ",Film,"27/05/2020, 13:43 WIB",kompas.com
"Bocoran Psycho but It's Okay, Drama Terbaru Kim Soo Hyun dan Seo Ye Ji",Hits,"27/05/2020, 13:24 WIB",kompas.com
"Dimarahi Nagita, Raffi Ahmad Kembalikan Mobil Mewah ke Andre Taulany",Seleb,"22/05/2020, 16:18 WIB",kompas.com
"Ditanya soal Album Solo, Chanyeol EXO: Tanyakan ke SM Entertainment",Musik,"22/05/2020, 15:26 WIB",kompas.com
"Pandemi Corona, Sandra Dewi Pilih Belanja Online dan Vaksin Anak secara Drive Thru",Seleb,"12/05/2020, 07:48 WIB",kompas.com
6 Idol Kpop Ini Pernah Menderita Gangguan Kecemasan,Hits,"12/05/2020, 07:36 WIB",kompas.com
"Hari Ibu Sedunia, BCL dan Denada Dapat Hadiah Manis dari Anaknya",Seleb,"12/05/2020, 07:28 WIB",kompas.com
[POPULER HYPE] Tiara Idol Curhat Direndahkan | Gisel Protes ke Gading | Stan Isakh Jalani Isolasi PDP Sebelum Meninggal,Hits,"12/05/2020, 06:27 WIB",kompas.com
Kim Hee Ae Terbawa Ombak Saat Syuting Episode 14 The World of The Married,Musik,"12/05/2020, 03:18 WIB",kompas.com
"Sinopsis Film Tenggelamnya Kapal Van der Wijck, Akhir Kisah Cinta Hayati dan Zainuddin",Film,"24/05/2020, 12:44 WIB",kompas.com
"Film Rafathar Siap Hiasi Lebaran Hari Pertama, Ini Sinopsisnya!",Seleb,"24/05/2020, 12:28 WIB",kompas.com
"Ramadhan Berakhir, Siwon Rekomendasikan Makan Kurma Korea",Seleb,"24/05/2020, 11:38 WIB",kompas.com
 Anne Avantie Berderai Air Mata Saat Bagikan THR kepada Ratusan Karyawan,Seleb,"24/05/2020, 11:13 WIB",kompas.com
"Ingatkan Raffi Ahmad yang Kerja Keras, Mantan Manajer: Sehat Itu Mahal",Seleb,"24/05/2020, 10:36 WIB",kompas.com
"Di Balik Kisah Cinta Raffi Ahmad dan Laudya Cynthia Bella, Berbohong hingga Bertengkar ",Seleb,"24/05/2020, 10:20 WIB",kompas.com
"Tinggal di Bali, Happy Salma Ceritakan Kondisinya Saat Pandemi Corona",Seleb,"24/05/2020, 10:03 WIB",kompas.com
Baekhyun EXO Dibuntuti 2 Sasaeng: Tolong Jaga Privasi Saya ,Seleb,"22/05/2020, 15:08 WIB",kompas.com
"Bertemu 2016, Josscy Aartsen: Aku Suka Rina Nose, tetapi Tak Ingin Menjalin Hubungan",Seleb,"22/05/2020, 15:05 WIB",kompas.com
Teka-Teki Mixtape Kedua Agust D dari Suga BTS,Musik,"22/05/2020, 14:57 WIB",kompas.com
"Pernah Terjerat Kasus Hukum, Ririn Ekawati Merasa Ditampar Tuhan",Seleb,"22/05/2020, 14:57 WIB",kompas.com
"Suga BTS Comeback sebagai Agust D, ARMY Heboh",Musik,"22/05/2020, 14:55 WIB",kompas.com
"Dianggap Single Parent Kuat, Ririn Ekawati: Pilihannya Cuma Itu",Seleb,"22/05/2020, 14:53 WIB",kompas.com
"Sinopsis Film Fast & Furious, Memburu Braga Si Gembong Narkoba",Film,"22/05/2020, 14:46 WIB",kompas.com
Berkas Perkara Naufal Samudra Dilimpahkan ke Kejaksaan Negeri Jakbar,Seleb,"22/05/2020, 14:12 WIB",kompas.com
Sheila On 7 dan Cerita Para Personel di Tengah Pandemi Corona,Musik,"24/05/2020, 09:44 WIB",kompas.com
Daniel Mananta Sembunyikan Pernikahan Hampir 8 Tahun demi Lindungi Keluarga,Seleb,"24/05/2020, 09:33 WIB",kompas.com
"5 Kisah Hidup Roy Marten, Ditampar 17 Kali hingga Dibayar Rp 100.000",Seleb,"24/05/2020, 08:31 WIB",kompas.com
Luna Maya Mengaku Depresi Saat Kasus dengan Ariel NOAH,Seleb,"19/05/2020, 15:44 WIB",kompas.com
"3 Bulan Tak Kontak Fisik dengan Anak, Kalina Ocktaranny Hanya Lihat dari Jendela Mobil",Seleb,"22/05/2020, 13:47 WIB",kompas.com
Indra Brasco Tertawa Anak Keempatnya Diusulkan Bernama Covidawati dan Coronawati,Seleb,"22/05/2020, 13:41 WIB",kompas.com
"Sempat Tuai Kritik Pedas, Hwang Jung Eum Kembali dengan Dua Drama Terbaru",Seleb,"22/05/2020, 13:28 WIB",kompas.com
"Kangen Kampung Halaman, Babe Cabiita Imbau Tunda Mudik di Hari Raya Idul Fitri ",Seleb,"22/05/2020, 13:14 WIB",kompas.com
[POPULER HYPE] Bukti yang Kuatkan Hyun Bin dan Song Hye Kyo CLBK | Anna Maria Diledek karena Roy Marten,Hits,"24/05/2020, 06:21 WIB",kompas.com
"Hamil dan Alami Darah Kental, Rachel Maryam Tidak Puasa demi Jabang Bayi",Seleb,"19/05/2020, 15:40 WIB",kompas.com
Luna Maya Sering Diminta Kolaborasi Bareng Ariel NOAH: Dia Mau Enggak?,Seleb,"19/05/2020, 15:35 WIB",kompas.com
"Yuni Shara Heran Masih Dikaitkan dengan Raffi Ahmad: Dia Sudah Berkeluarga, Aku Enggak Enak",Seleb,"19/05/2020, 15:23 WIB",kompas.com
Rachel Maryam Mengaku Sulit Hamil Salah Satunya karena Darah Kental,Seleb,"19/05/2020, 15:18 WIB",kompas.com
"Maia Estianty: Irwan Mussry Suami Ter-The Best, Alhamdulillah",Seleb,"19/05/2020, 15:14 WIB",kompas.com
"Tunggu 80 Persen Bioskop Dunia Dibuka, Film Tenet Belum Geser Jadwal Rilis",Film,"19/05/2020, 14:49 WIB",kompas.com
"Ariel NOAH, Pevita Pearce, dan Kaesang Berlaga di Turnamen PUBG Mobile ",Hits,"19/05/2020, 14:30 WIB",kompas.com
"Atta Halilintar Kehilangan Kura-kura Kesayangannya, Ternyata...",Seleb,"19/05/2020, 14:27 WIB",kompas.com
Pesan Ariel Tatum untuk Para Perempuan soal Standar Kecantikan,Seleb,"19/05/2020, 14:26 WIB",kompas.com
"Mona Ratuliu Jalani Rapid Test Jelang Melahirkan Anak Keempat, Hasilnya?",Seleb,"19/05/2020, 14:23 WIB",kompas.com
Prilly Latuconsina Mengaku Tak Kenal Pelapor Andre Taulany dan Rina Nose,Seleb,"19/05/2020, 14:14 WIB",kompas.com
Irwan Mussry Rela Foto di Depan Menara Eiffel demi Maia Estianty,Seleb,"19/05/2020, 14:13 WIB",kompas.com
Mira Lesmana Terpincut Nicholas Saputra gara-gara Majalah Remaja,Film,"30/05/2020, 17:17 WIB",kompas.com
Cha Eunwoo Tulis Surat Permintaan Maaf atas Insiden Itaewon,Seleb,"19/05/2020, 14:12 WIB",kompas.com
Prilly Latuconsina: Keluarga Besar Kampung Pelau Terima Permintaan Maaf Andre Taulany dan Rina Nose,Seleb,"19/05/2020, 14:09 WIB",kompas.com
Joko Anwar: Ada 30 Produksi Film Terpaksa Berhenti akibat Pandemi Covid-19,Film,"30/05/2020, 17:07 WIB",kompas.com
"Sinopsis Film Jab Harry Met Sejal, Pencarian Cincin Pertunangan Berujung Jatuh Cinta",Film,"30/05/2020, 16:58 WIB",kompas.com
"Lagu Kekeyi Trending 1 di YouTube, Kalahkan Lagu Kolaborasi Lady Gaga dan BLACKPINK",Musik,"30/05/2020, 16:39 WIB",kompas.com
Tantangan Mira Lesmana sebagai Produser Perempuan,Film,"30/05/2020, 16:22 WIB",kompas.com
Hajime Isayama Ikut Tuangkan Ide dalam Anime Attack on Titan Musim Terakhir,Hits,"30/05/2020, 16:16 WIB",kompas.com
"Jelang Wajib Militer, Woo Do Hwan Jalani Pemeriksaan Fisik",Seleb,"30/05/2020, 15:52 WIB",kompas.com
"Luna Maya Penasaran Tugas Pokok Produser Film, Mira Lesmana Jelaskan Perannya",Film,"30/05/2020, 15:43 WIB",kompas.com
Joko Anwar Sebut Perfilman Indonesia Melonjak Pesat Sebelum Pandemi Covid-19,Film,"30/05/2020, 15:33 WIB",kompas.com
"Jang Geun Suk Selesaikan Wajib Militer, Fans Sambut Gembira",Seleb,"30/05/2020, 14:34 WIB",kompas.com
"Tiga Bulan di Rumah, Della Dartyan: Aku Lupa Ini Hari Apa, Tanggal Berapa",Seleb,"20/05/2020, 17:19 WIB",kompas.com
Pesan Maia Estianty untuk Ketiga Anaknya: Jangan Sakiti Hati Perempuan ,Seleb,"30/05/2020, 14:26 WIB",kompas.com
"Ulang Tahun Ke-30, Yoona SNSD Bagikan Dance Cover Lagu EXO, NCT 127, hingga BTS",Seleb,"30/05/2020, 14:19 WIB",kompas.com
"Sinopsis Film Shark Night, Liburan yang Berubah Jadi Mimpi Buruk",Film,"30/05/2020, 14:16 WIB",kompas.com
"Trailer Musim 4 Attact on Titans Dirilis, Ungkap Akhir Cerita Anime",Film,"30/05/2020, 14:03 WIB",kompas.com
"Maia Estianty: Saat Dulu Diterpa Ujian, Gue Menerima Itu",Seleb,"30/05/2020, 13:57 WIB",kompas.com
"Dituduh Curang, Ariana Grande dan Justin Bieber Angkat Bicara",Musik,"20/05/2020, 16:48 WIB",kompas.com
Narji Jadi Tempat Mengadu Warga Perumahannya Ketika Ada Masalah,Seleb,"20/05/2020, 16:39 WIB",kompas.com
"Viral, Ini Asal-usul Lagu ""Lathi"" Weird Genius yang Dibawakan Kembali Jharna Bhagwani",Musik,"20/05/2020, 16:18 WIB",kompas.com
"Raffi Ahmad Sebut Nama Yuni Shara, Asha Shara: Astagfirullah, Gue Enggak Bisa Ngomong",Seleb,"20/05/2020, 16:12 WIB",kompas.com
Tekashi 6ix9ine Tuduh Fans Ariana Grande dan Justin Bieber Curangi Chart Billboard,Musik,"20/05/2020, 15:56 WIB",kompas.com
"Demi Dapatkan Nomor Asha Shara, Raffi Ahmad sampai Bohongi Laudya Cynthia Bella ",Seleb,"20/05/2020, 15:53 WIB",kompas.com
Intip Video Jharna Bhagwani yang Bikin Lagu Lathi Viral,Hits,"20/05/2020, 15:44 WIB",kompas.com
"Bongkar Masa Lalu Raffi Ahmad, Asha Shara Dulu Sering Diantar Pulang",Seleb,"20/05/2020, 15:39 WIB",kompas.com
"Hati Tak Tenang Lihat Saudara Kesulitan Ekonomi, Azis Gagap Putuskan Isi Program TV Lagi",Seleb,"20/05/2020, 15:18 WIB",kompas.com
"Garap Lahan 2.500 Meter Persegi, Narji Kini Aktif Jadi Petani Sayuran",Seleb,"20/05/2020, 15:08 WIB",kompas.com
"Rindu Kampung Halaman, Anak Rossa Kenakan Baju Lebaran Tahun Lalu",Seleb,"25/05/2020, 10:59 WIB",kompas.com
"Kembali ke Televisi, Azis Gagap Bagikan 250 Sembako",Seleb,"20/05/2020, 14:42 WIB",kompas.com
Cerita Inul Daratista Putranya Kena Prank Tidak Naik Kelas,Seleb,"20/05/2020, 14:29 WIB",kompas.com
Referensi 6 Drama Korea Terbaik yang Dibintangi Lee Min Ho,Hits,"20/05/2020, 14:27 WIB",kompas.com
"Beli Sembako dari Honor Kembali ke Televisi, Azis Gagap Ajari Anak Bersedekah",Seleb,"20/05/2020, 13:41 WIB",kompas.com
4 Cerita Dita Karang soal Perjalanan Kariernya sampai Jadi Member SECRET NUMBER,Seleb,"25/05/2020, 10:54 WIB",kompas.com
"Sinopsis Film The Lion King, Aksi Simba Rebut Kembali Takhta Ayahnya ",Seleb,"25/05/2020, 10:39 WIB",kompas.com
"Sinopsis Film The Last Airbender, Perjuangan Bocah Avatar untuk Bumi yang Damai",Film,"25/05/2020, 10:22 WIB",kompas.com
Potret Lebaran Pertama BCL Tanpa Ashraf Sinclair,Seleb,"25/05/2020, 10:12 WIB",kompas.com
"Dampak Covid-19, D’Masiv Kehilangan 35 Acara hingga Buat Lagu Bersama Kita Kuat ",Musik,"25/05/2020, 10:01 WIB",kompas.com
Keseruan Lebaran Hanung Bramantyo dan Zaskia Adya Mecca di Tengah Pandemi,Seleb,"25/05/2020, 09:32 WIB",kompas.com
"Debut dengan SECRET NUMBER, Dita Karang Sibuk dari Subuh sampai 12 Malam",Seleb,"25/05/2020, 09:15 WIB",kompas.com
"Ini Talk Show Pamit Lagi, Ini 4 Faktanya",Hits,"25/05/2020, 08:51 WIB",kompas.com
"Karena Pandemi Covid-19, Cynthia Lamusu Tak Gelar Open House",Seleb,"25/05/2020, 08:03 WIB",kompas.com
Rano Karno Sedih Tak Bisa Silaturahim Saat Lebaran,Seleb,"25/05/2020, 07:15 WIB",kompas.com
Perjalanan Dita Karang Menembus Industri Kpop setelah Gagal Audisi Berkali-kali,Seleb,"25/05/2020, 07:06 WIB",kompas.com
[POPULER HYPE] Lebaran BCL tanpa Ashraf | Pernikahan Daniel Mananta | Ini Talkshow Pamit,Hits,"25/05/2020, 06:46 WIB",kompas.com
"Dul Jaelani Kedatangan Ayah Tiara Idol di Hari Lebaran, Ada Apa?",Seleb,"26/05/2020, 15:33 WIB",kompas.com
"Dapat THR dari Irwan Mussry, Dul Jaelani Semringah Langsung Ucapkan Love You",Seleb,"26/05/2020, 15:31 WIB",kompas.com
"Sinopsis Film The Tuxedo, Kisah Sopir Taksi yang Jalankan Misi Lawan Teroris",Seleb,"26/05/2020, 15:25 WIB",kompas.com
"Ber-Lebaran dengan Irwan Mussry, Al, El, dan Dul, Maia Estianty Sajikan Jengkol",Seleb,"26/05/2020, 15:15 WIB",kompas.com
Rano Karno Sebut Suti Karno Sudah Keluar dari Rumah Sakit,Seleb,"26/05/2020, 15:06 WIB",kompas.com
"Thalia Gengsi Main ke Rumah Rafathar, Nagita Slavina: Ajaran Ruben Pasti",Seleb,"26/05/2020, 14:59 WIB",kompas.com
Cerita Ammar Zoni Cetak Batako dan Potong Karet demi Dapat Uang Jajan,Seleb,"26/05/2020, 14:35 WIB",kompas.com
"Kesal, Nagita Minta Andre Taulany Datang Pakai Mobil Biasa",Seleb,"26/05/2020, 14:35 WIB",kompas.com
Nagita Slavina Murka Tas Hermes Miliknya Jadi DP Mobil Ferrari,Seleb,"26/05/2020, 14:19 WIB",kompas.com
Baekhyun EXO: Suho dan Chanyeol Datang ke Lokasi Syuting Video Candy,Musik,"26/05/2020, 13:49 WIB",kompas.com
"Sinopsis Film Sabyan, Kisah Perjuangan Grup Musik Sabyan Menjemput Mimpi",Film,"26/05/2020, 13:46 WIB",kompas.com
"Rayakan 5 Tahun Debut, SEVENTEEN Berdonasi ke Anak-anak ",Seleb,"26/05/2020, 13:27 WIB",kompas.com
"Mengaku Bandel, Ammar Zoni Pernah 15 Kali Pindah Sekolah",Seleb,"26/05/2020, 13:19 WIB",kompas.com
Via Vallen Ungkap Kondisi Keluarganya Usai Sang Adik Positif Covid-19,Seleb,"26/05/2020, 13:15 WIB",kompas.com
Luna Maya: Kalau Gue Lebih Pintar Kan Enggak Dibodoh-bodohin Laki-laki,Seleb,"26/05/2020, 13:01 WIB",kompas.com
"4 Fakta Artis TikTok Reemar Martin Di-bully Netizen Indonesia, Berawal dari Cemburu",Seleb,"30/04/2020, 09:15 WIB",kompas.com
Cerita Via Vallen Pernah Dibayar Rp 5.000 Saat Manggung,Seleb,"30/04/2020, 08:56 WIB",kompas.com
Kabar Kehamilan Gigi Hadid yang Timbulkan Kehebohan Jagat Maya,Seleb,"30/04/2020, 08:39 WIB",kompas.com
Saat Raffi Ahmad Murka Adik dan Keponakannya Dituduh Modal Numpang,Seleb,"30/04/2020, 08:21 WIB",kompas.com
Nagita Slavina Kaget Tahu Honor Artis Korea sampai Ngebet Jadi Ekstras Drakor,Seleb,"30/04/2020, 08:12 WIB",kompas.com
"Inul Daratista Punya Uang Rp 3,8 Miliar, Awalnya Bingung untuk Apa",Seleb,"30/04/2020, 08:04 WIB",kompas.com
"Nostalgia Sinetron Si Doel Anak Sekolahan, Intip Silsilah Keluarga Babe Sabeni",Film,"30/04/2020, 07:52 WIB",kompas.com
Ketika Ari Lasso dan Sule Jawab Tantangan Ariel NOAH Cukur Rambut Sendiri,Seleb,"30/04/2020, 07:33 WIB",kompas.com
KPI Tegur Jendela Dunia TVRI karena Adegan Ciuman Bibir,Hits,"30/04/2020, 06:00 WIB",kompas.com
Via Vallen Ternyata Menangis Tak Tampil di Penutupan Asian Games,Seleb,"30/04/2020, 05:56 WIB",kompas.com
"Ngomong Kasar, Daniel Mananta Dimarahi Ari Lasso",Seleb,"30/04/2020, 05:48 WIB",kompas.com
"Via Vallen Akui Pernah Utang ke Bank Rp 30 Juta, untuk Apa?",Seleb,"30/04/2020, 04:56 WIB",kompas.com
"Kisah Ari Lasso Bebas dari Narkoba: Rehabilitasi Dekat Pasien Sakit Jiwa, Dijaga Ketat, dan Janji pada Ibu",Seleb,"30/04/2020, 04:54 WIB",kompas.com
"Slank Galang Donasi Lewat #SumbangSuara, Tergugah karena Ojol dan Siapkan Lagu Penyemangat",Seleb,"30/04/2020, 04:39 WIB",kompas.com
"Janji Ari Lasso: Sekali Coba Narkoba Lagi, Mending Gue Mati Aja",Seleb,"30/04/2020, 04:34 WIB",kompas.com
"Direhabilitasi, Roy Kiyoshi: Saya Butuh Pengobatan ",Seleb,"14/05/2020, 13:15 WIB",kompas.com
"Ashanty Autoimun, Anang Takut Istrinya Tiba-tiba Tak Bernapas",Seleb,"14/05/2020, 13:11 WIB",kompas.com
Ashanty: Anang Terus Pegang Tangan Aku Bikin Stres Enggak Bisa Tidur,Seleb,"14/05/2020, 12:59 WIB",kompas.com
Ayah Maia Estianty: Tahu Gitu dari Dulu Dijodohkan dengan Irwan Mussry...,Seleb,"14/05/2020, 12:53 WIB",kompas.com
Zico dan Wendy Red Velvet Berkolaborasi untuk OST Drama The King: Eternal Monarch,Musik,"14/05/2020, 12:53 WIB",kompas.com
"Cerita Millane Fernandez Hadapi Corona di AS dan Jerman, Yakin Terjangkit hingga Perjalanan 'Mencekam'",Seleb,"14/05/2020, 12:42 WIB",kompas.com
"Bulantrisna Djelantik, Maestro Tari Legong yang Pernah Ditolak Masuk Taj Mahal",Hits,"14/05/2020, 12:40 WIB",kompas.com
"Raisa Lelang Barang Kesayangan, Lega Banyak Peminat dan Laku Jutaan Rupiah",Seleb,"11/05/2020, 08:15 WIB",kompas.com
Roy Kiyoshi Dipindahkan ke RSKO untuk Jalani Rehabilitasi,Seleb,"14/05/2020, 12:34 WIB",kompas.com
"Billie Eilish Tunda Tur Where Do We Go, Bagaimana Nasib Konser di Indonesia?",Musik,"14/05/2020, 12:18 WIB",kompas.com
3 Alasan Netizen Menduga Hyun Bin dan Song Hye Kyo CLBK,Hits,"23/05/2020, 12:07 WIB",kompas.com
"Banyak Karyawan Kena PHK, Ashanty Ketuk Hati Nurani Pengusaha",Seleb,"11/05/2020, 08:02 WIB",kompas.com
Syakir Daulay Buka Suara soal Laporan Dugaan Pencemaran Nama Baik,Seleb,"11/05/2020, 07:49 WIB",kompas.com
[POPULER HYPE] Ashanty Sindir Perusahaan yang PHK Karyawan | Stan Isakh Meninggal,Hits,"11/05/2020, 07:37 WIB",kompas.com
"Jawab Soal Kedekatan dengan Dul dan Azriel, Tiara Idol: Orang-orang Nambahin Saja",Seleb,"11/05/2020, 03:21 WIB",kompas.com
"Geram Terkait Video Syur Mirip Syahrini, Reino Barack: Ini Sudah Lewati Batas",Seleb,"31/05/2020, 21:56 WIB",kompas.com
3 Selebritas Ini Kecam Video Prank Sembako Sampah Ferdian Paleka,Seleb,"05/05/2020, 10:45 WIB",kompas.com
"Awal Rintis Bisnis Karaoke, Inul Daratista Jadi Bahan Bisik-bisik Tetangga ",Seleb,"14/05/2020, 12:16 WIB",kompas.com
Taeyang BIGBANG Ungkap Alasan Nikahi Min Hyo Rin dalam Dokumenter Pribadi,Seleb,"14/05/2020, 12:02 WIB",kompas.com
Prank Sembako Isi Sampah YouTuber Ferdian Paleka Disorot Media Inggris,Hits,"14/05/2020, 11:25 WIB",kompas.com
"Sambut Idul Fitri, Kompas TV Hadirkan Program Spesial",Hits,"23/05/2020, 11:01 WIB",kompas.com
"Berkaca-kaca, Mantan Manajer: Raffi, Udahlah Enggak Perlu Kejar Dunia Lagi",Seleb,"23/05/2020, 10:53 WIB",kompas.com
Alasan Raffi Ahmad Sebut Laudya Cynthia Bella Posesif,Seleb,"23/05/2020, 10:42 WIB",kompas.com
"Kisah Cinta Rina Nose dan Josscy, Awal Pertemuan hingga Akhirnya Menikah ",Seleb,"23/05/2020, 10:26 WIB",kompas.com
"Rilis Lagu Promises, Agnez Mo Bagikan Rahasia Kecilnya",Musik,"31/05/2020, 21:03 WIB",kompas.com
"Terdampak Corona, Aqi Sebut Tur Alexa Terpaksa Ditunda",Musik,"31/05/2020, 20:00 WIB",kompas.com
Fakta-fakta Season Terakhir Anime Attack on Titan,Hits,"31/05/2020, 19:37 WIB",kompas.com
Duka Daniel Mananta atas Meninggalnya Didi Kempot dan Harapan untuk Musik Campursari,Seleb,"05/05/2020, 10:40 WIB",kompas.com
"Ahmad Dhani: Erwin Prasetya, Kami Selalu Mengenang Karyamu...",Seleb,"05/05/2020, 10:39 WIB",kompas.com
"Didi Kempot Meninggal Dunia, #SobatAmbyarBerduka Jadi Trending Topic",Seleb,"05/05/2020, 10:33 WIB",kompas.com
"Mengenang Didi Kempot, Gofar Hilman: Cuma Beliau yang Bikin Patah Hati Berjoget",Seleb,"05/05/2020, 10:29 WIB",kompas.com
Kabar Terbaru Maudya Ayunda dan Pendidikannya di Stanford University yang Membanggakan,Seleb,"05/05/2020, 10:23 WIB",kompas.com
"Didi Kempot Meninggal Dunia, Soimah Pancawati: Senior yang Sangat Baik",Seleb,"05/05/2020, 10:22 WIB",kompas.com
"Profil Didi Kempot, Penyanyi Campursari Legendaris",Entertainment,"05/05/2020, 10:12 WIB",kompas.com
"Didi Kempot Meninggal Dunia, Shopee Berduka",Seleb,"05/05/2020, 10:12 WIB",kompas.com
"Didi Kempot Bisa Tampil 30 Kali Lebih dalam Sebulan, Kenang Bens Leo",Seleb,"05/05/2020, 10:12 WIB",kompas.com
"Didi Kempot Meninggal Dunia, Wali Kota Solo: Semalam Masih Kontak dan Berencana Ketemu",Seleb,"05/05/2020, 10:04 WIB",kompas.com
"Han So Hee dan Ggigie, Korban Bullying Netizen +62 Gara-gara Peran Pelakor",Film,"14/05/2020, 11:21 WIB",kompas.com
Rano Karno dan Kabar Terbaru Kisah Si Doel,Seleb,"14/05/2020, 11:14 WIB",kompas.com
"Wamil Hari Ini, Suho EXO Tulis Pesan untuk EXO-L",Seleb,"14/05/2020, 10:55 WIB",kompas.com
Cerita Kelahiran Anak Keempat Mona Ratuliu dan Indra Brasco,Seleb,"23/05/2020, 10:13 WIB",kompas.com
"Demi Tyas Mirasih, Raffi Pernah Bertengkar dengan Laudya Cynthia Bella",Seleb,"23/05/2020, 10:00 WIB",kompas.com
Ivan Gunawan: Kalau Enggak Ada THR Rasanya Gimana Gitu,Seleb,"23/05/2020, 09:19 WIB",kompas.com
"Sinopsis Film The Great Wall, Pertempuran Melawan Monster",Film,"23/05/2020, 09:16 WIB",kompas.com
"Dinasihati Agnez Mo, Ahmad Dhani: Dia Bilang Is Not Wise",Seleb,"31/05/2020, 19:11 WIB",kompas.com
"Lebaran Tanpa Ashraf Sinclair, BCL Pertahankan Tradisi demi Noah",Seleb,"31/05/2020, 18:51 WIB",kompas.com
"Bantah Trauma pada Pernikahan, Marshanda: Belum Ketemu Saja",Seleb,"31/05/2020, 18:40 WIB",kompas.com
"Pandemi Corona, Marshanda Jual Produk Perawatan Tubuh Buatan Sendiri",Seleb,"31/05/2020, 18:29 WIB",kompas.com
"Acara Komoidoumenoi Pandji Pragiwaksono Tetap Dihelat, Terapkan Protokol Kesehatan",Hits,"31/05/2020, 18:21 WIB",kompas.com
"Bukan Perceraian, Marshanda Ceritakan Titik Terendah dalam Hidup",Seleb,"31/05/2020, 18:12 WIB",kompas.com
"Operasi Kista Ovarium Lancar, Feby Febiola: Terima Kasih Sudah Mendoakan",Seleb,"31/05/2020, 17:59 WIB",kompas.com
"Profil Yoona, Visual SNSD dan Mantan Kekasih Lee Seung Gi",Entertainment,"31/05/2020, 17:19 WIB",kompas.com
"Punya Hobi Unik, Eko Patrio: Wibawa Gue Bisa Hilang Main Begini",Seleb,"31/05/2020, 17:08 WIB",kompas.com
"Fedi Nuril Berikan Promosi Gratis untuk Online Shop, Ini Syaratnya ",Seleb,"31/05/2020, 16:54 WIB",kompas.com
"Sinopsis Film Safe House, Aksi Menegangkan Ryan Reynolds Jadi Agen CIA",Film,"31/05/2020, 16:15 WIB",kompas.com
"Sehari Sebelum Meninggal, Didi Kempot Berencana Rekam Video Musik Bareng Wali Kota Solo",Seleb,"05/05/2020, 09:58 WIB",kompas.com
"Pajang Foto Peluk Didi Kempot, Butet Kartaredjasa: Selamat Jalan....",Seleb,"05/05/2020, 09:46 WIB",kompas.com
"Unggah Foto Didi Kempot, Joshua Suherman: Sugeng Tindak, Pakde! ",Seleb,"05/05/2020, 09:43 WIB",kompas.com
"Didi Kempot Meninggal Dunia, Eko Patrio: Jujur Hatiku Ambyar",Seleb,"05/05/2020, 09:40 WIB",kompas.com
Cornelia Agatha Trauma Mengemudi dan Minder dengan Maudy Koesnaedi,Seleb,"15/05/2020, 12:52 WIB",kompas.com
Pengakuan Ririn Ekawati Setelah Terseret Kasus Narkoba,Seleb,"23/05/2020, 09:08 WIB",kompas.com
"Pandemi Covid-19, Patung Lilin Agnez Mo Belum Bisa Selesai Awal Tahun",Seleb,"23/05/2020, 08:56 WIB",kompas.com
"Intip Rumah Lamanya, Raffi Ahmad Terseret Kenangan Masa Lalu",Seleb,"23/05/2020, 08:39 WIB",kompas.com
Perjalanan Anang Hermansyah Duduk di Parlemen hingga Memilih Keluarga,Seleb,"23/05/2020, 08:05 WIB",kompas.com
"Antara Suga dan Agust D, Apa Bedanya?",Musik,"23/05/2020, 07:38 WIB",kompas.com
"Ikatan Alumni UGM Gelar Konser Virtual, Bawakan Lagu Didi Kempot ""Ora Iso Mulih""",Musik,"23/05/2020, 07:08 WIB",kompas.com
Mutia Ayu Mengenang 30 Hari Kepergian Glenn Fredly...,Seleb,"08/05/2020, 07:16 WIB",kompas.com
YouTuber Ferdian Paleka Ditangkap bersama Teman dan Pamannya,Hits,"08/05/2020, 06:43 WIB",kompas.com
3 Fakta Menarik Drive-In Cinema di Jakarta,Film,"15/05/2020, 12:47 WIB",kompas.com
"Anang Hermansyah Kenang Perjalanan Karier, dari Numpang Tidur di Blok M ke Gang Potlot",Seleb,"15/05/2020, 12:31 WIB",kompas.com
Vidi Aldiano Masih Berperang Atasi Kecemasan dan Kepanikan Akut,Seleb,"15/05/2020, 12:20 WIB",kompas.com
"Rating Kian Menanjak, Ini 5 Alasan Hospital Playlist Wajib Ditonton",Film,"15/05/2020, 12:06 WIB",kompas.com
"Kiano Digigit Tungau, Paula Verhoeven Marahi Baim Wong dan Bersih-bersih Rumah",Seleb,"15/05/2020, 11:58 WIB",kompas.com
"Ashanty Kembalikan Deposito, Suteng Ingin Berikan pada Janda di Kampungnya",Seleb,"15/05/2020, 11:31 WIB",kompas.com
"Comeback dengan Mayday, Crush Gandeng Joy Red Velvet",Musik,"15/05/2020, 11:26 WIB",kompas.com
"Indira Kalistha Dihujat karena Remehkan Corona, Suami Beri Dukungan",Hits,"15/05/2020, 11:13 WIB",kompas.com
