judul,kategori,source,date
"Kilas Sejarah Dinasti Qing, Kekaisaran Terakhir di Tiongkok",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
"Akan Dilantik Jadi Presiden Brasil, Lula Hadapi Ancaman dari Pendukung Bolsonaro",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Kolombia dan Venezuela Membuka Seluruh Perbatasan Kedua Negara,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Presiden Taiwan Tawarkan Bantuan kepada China Untuk Atasi Lonjakan Covid,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Kim Jong Un Minta Korut Buat Rudal Balistik dan Arsenal Nuklir Lebih Besar,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Ekonomi Rusia pada 2023 Diproyeksi Tak Seberat 2022,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
 Inflasi di Jerman pada 2023 Diperkirakan Masih Tinggi ,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Utusan Khusus Presiden Taiwan akan Hadiri Pemakaman Paus Benediktus,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
"Listrik Padam, Hampir 270 Penerbangan di Bandara Manila Dibatalkan",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Jurnalis Jepang Terluka dalam Serangan Rudal Rusia di Ukraina,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Tony Blair Berharap Vladimir Putin Mau Merangkul Nilai-nilai Barat ,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
"Ledakan di Luar Bandara Militer Kabul, Sejumlah Warga Afghanistan Tewas",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Surat Terakhir Paus Benediktus XVI Sebelum Wafat: Minta Pengampunan ,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
"ISIS Serang Pos Polisi di Mesir, 4 Tewas Termasuk Tersangka ",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
"Digempur Covid-19, Xi Jinping Puji Ekonomi China Terbesar Kedua di Dunia ",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Mengenang Paus Benediktus XVI yang Meninggal Pada Penghujung Tahun 2022,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Putin Kirim Pesan Tahun Baru: Barat Gunakan Ukraina untuk Hancurkan Rusia,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
"China Dilanda Tsunami Covid-19, Pesta Tahun Baru 2023 di Wuhan Tetap Meriah ",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
WHO Minta China Jujur Soal Ledakan Kasus Covid-19 ,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Pidato Tahun Baru Zelensky: Ukraina akan Melawan Rusia Sampai Menang ,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Beijing Kesal Banyak Negara Batasi Turis dari China ,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Vladimir Putin Ucapkan Selamat Tahun Baru ke Xi Jinping dan Pemimpin Dunia lainnya,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Perjalanan Paus Benediktus Sejak Diangkat hingga Mengundurkan Diri dari Kepausan ,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Top 3 Dunia: Vladimir Putin Berharap Xi Jinping Kunjungan Kerja ke Moskow,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
4 Tengkorak Ditemukan dalam Paket untuk Dikirim ke Amerika ,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-01/dunia
Jepang Pantau Drone Militer China di Dekat Okinawa,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Bikin Lelucon Bom di Bandara Malaysia, WNI Ditahan",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
Tim Penyelamat Vietnam Berjuang Menyelamatkan Bocah dari Lubang Sedalam 35 Meter,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Rumah Duka di Shanghai Kewalahan, Kremasi Dua Jasad Sekaligus?",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
Umat Katolik Berikan Penghormatan kepada Paus Benediktus XVI di St. Petrus,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Prediksi Ekonomi 2023, IMF: Tahun yang Sulit",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Kim Jong Un Pecat Pejabat Militer No 2 Korea Utara, Ada Apa?",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Dua Helipkoter Bertabrakan Dekat Sea World Australia, 4 Orang Tewas dan 3 Lainnya Kritis",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Beda Putin dan Zelensky di Pidato Tahun Baru, Perang Masih Berlanjut",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Ancaman Korut Meningkat, Korea Selatan - AS Bahas Latihan Nuklir Bersama",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Dua Perubahan Bersejarah Kroasia di Tahun Baru, Apa Saja?",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Pengadilan Dunia Akan Putuskan Pendudukan Israel di Palestina, Ini Kata Netanyahu ",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Rusia Gunakan Drone Iran Serang Kyiv, Ukraina Klaim Jatuhkan 45 UAV Shahed",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Covid-19 di China, Warga Beijing hingga Wuhan Menjalani Kegiatan Rutin",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"Gempa di California, Wali Kota: Isi Kulkas Berhamburan, Dinding Rumah Retak",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
"14 Tewas dalam Serangan di Penjara Meksiko, Pelaku Naik Kendaraan Lapis Baja",dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
Pelantikan Unik Lula da Silva: Naik Rolls-Royce sampai Dikalungi Selempang oleh Pemulung,dunia,tempo.co,https://www.tempo.co/indeks/2023-01-02/dunia
