judul,kategori,source,date
"Lecehkan Wanita Muslim secara Virtual, 3 Warga India Ditangkap Polisi",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Covid-19 di India Naik Lagi, Kini Tembus 58 Ribu Gara-gara Omicron",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Inflasi Turki Tinggi Erdogan Tolak Naikkan Suku Bunga: Bertentangan dengan Islam,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Australia Kewalahan Atasi Corona, Warga Marah karena Antrean Panjang Tes PCR",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
3 Fakta Pembunuhan PRT Keturunan Indonesia oleh Eks Finalis Masterchef Malaysia,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Mobil Pendukung Reli Dakar Meledak, Prancis Buka Penyelidikan Terorisme",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Paspampres Paraguay Tewas Diseruduk Rusa saat Jaga Istana Kepresidenan,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Duterte Menolak Minta Maaf atas Pelanggaran HAM selama Perang Melawan Narkoba,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Fakta tentang Gugatan Pelecehan Seksual terhadap Pangeran Andrew,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"China Lockdown, Warga Kota Ini Barter Barang Elektronik dengan Makanan",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Omicron Belum Selesai, Prancis Umumkan Corona Varian IHU",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Kapal Tak Berawak Indonesia Lepas ke Malaysia, Ancam Rig Petronas",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Banyak Warganya Main Tiktok Saat Banjir, Pemerintah Malaysia Murka",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
PM Boris Johnson Yakin Inggris Mengalahkan Gelombang Omicron,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Amerika Serikat Dakwa Tersangka Pembunuhan Presiden Haiti Jovenel Moise,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"WHO Beri Kabar Baik Soal Omicron: Gejala Ringan, Tak Merusak Paru",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Penggunaan Tinta Dilarang, Perajin Tato Eropa Kelimpungan",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Raja Carl Gustaf XVI dan Ratu Silvia dari Swedia Positif COVID-19,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Kota di Arab Saudi Diguyur Hujan Salju Sejak Tahun Baru,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Kerusuhan Pecah di Kazakhstan Setelah Pemerintah Menaikkan Harga BBM,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Korea Utara Luncurkan Rudal, meski Kim Jong Un Janji Fokus Ketahanan Pangan",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Mahathir Luruskan Soal Keturunan Tionghoa yang Makan dengan Sumpit Tak Berbaur,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Cina Lockdown Kota Lain Setelah Deteksi COVID-19 Menjelang Olimpiade Beijing,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Inspirasi Louis Braille Menciptakan Huruf Braille dari Tentara Napoleon,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"Amerika Serikat Pecah Rekor, Catat Hampir Sejuta Kasus COVID-19 dalam Sehari",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Pantai di Film 'The Beach' Sudah Boleh Didatangi Turis ,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Kronologi Elizabeth Holmes Perdaya Investor dengan Alat Tes Darah Abal-Abal,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
ART yang Diduga Dibunuh Mantan Finalis MasterChef Malaysia Bukan WNI,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
"David Koenig, Petarung MMA Ditemukan Tinggal Kerangka Setelah Hilang 2 Tahun",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Jaksa Panggil Ivanka dan Trump Jr dalam Kasus Dugaan Pelanggaran Bisnis,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Pegawai Starbucks di Amerika Wajib Suntik Vaksin Virus Corona,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Top 3 Dunia: Studi soal Omicron hingga Kasus Elizabeth Holmes,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-05/dunia
Pernyataan Pers Tahunan Retno Marsudi Soroti Distribusi Vaksin Covid-19,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Hari Ini di 1942: Kilas Balik Maskapai Pan Am Pertama Layani Rute Keliling Dunia,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Israel Tembak Mati Pemuda Palestina, Presiden Abbas Minta Pertanggungjawaban",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Tak Mau Kalah dari AS, Cina Tunjuk Utusan Khusus untuk Tanduk Afrika",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Joe Biden Sebut Trump Harus Tanggung Jawab atas Serangan Gedung Capitol,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Prancis Denda Google dan Facebook Rp3 triliun Gara-Gara Cookie,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Kasus Harian Covid-19 di Swedia Naik, Omicron Mendominasi",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Korea Utara Berhasil Tembakkan Rudal Hipersonik ke Target 700 Km,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Buronan di Italia Tertangkap Berkat Google Maps ,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Di Bawah Bayang-Bayang Kekuatan Cina, Australia-Jepang Teken Pakta Pertahanan",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Xi Jinping Perintahkan Tentara Cina Tingkatkan Pelatihan, F-16 Taiwan Mengudara",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Utusan Khusus Amerika untuk Afrika Dilaporkan Akan Mengundurkan Diri,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Apartemen di Amerika Serikat Terbakar, 12 Tewas Termasuk 8 Anak-Anak ",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Dukun Malaysia Raja Bomoh Gelar Ritual Tolak Banjir, Akan Dipanggil Depag Islam",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Warga Usia 50 Tahun di Italia Wajib Suntik Vaksin Virus Corona ,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Unjuk Rasa Berujung Ricuh, Presiden Kazakhstan Minta Bantuan",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Nursultan Nazarbayev Dicopot sebagai Kepala Dewan Keamanan Kazakhstan ,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
Pasukan Perdamaian Akan Dikirim ke Kazakhstan ,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Ketegangan dengan Cina Meningkat, Angkatan Udara Taiwan Latihan Perang",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
India Izinkan Uji Klinis Tahap III Vaksin Covid-19 Semprot Hidung untuk Booster,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
"Top 3 Dunia: Soal Sumpit Mahathir, Kapal Hantu Indonesia dan Lockdown di Cina ",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-06/dunia
KBRI Nursultan Pastikan WNI di Kazakhstan Selamat,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Arab Saudi Murka Disebut Teroris oleh Hizbullah,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"Kesaksian Turis Terjebak di Kazakhstan: Menakutkan, Ada Banyak Suara Tembakan",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
10 Mayat Ditemukan Dalam Mobil SUV di Depan Kantor Gubernur Meksiko,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"Kasus Covid-19 Naik, Kapal Pesiar Batalkan Pelayaran ",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Dr Mahathir Kembali Masuk Rumah Sakit Jantung,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Presiden Kazakhstan Perintahkan Pengunjuk Rasa Ditembak Mati Tanpa Peringatan,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"AS dan Jepang Curigai Cina, Beijing: Info Palsu Ini Menodai Kami",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Provinsi Henan di Cina Memperketat Aturan Covid-19,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Kilas Balik Persidangan Pemakzulan Bill Clinton 22 Tahun Lalu,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"Hari Ini 1566, Kesultanan Aceh Darussalam Protektorat Kekaisaran Utsmani Turki",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Mengapa Negara Kaya Minyak Kazakhstan Ricuh karena Kenaikan Harga BBM?,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"Lockdown, Tempat Melepas Stress di Belanda Bermunculan ",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Perang Yaman: Koalisi Saudi Pukul Mundur Pasukan Houthi dari Marib,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
125 Penumpang Pesawat dari Italia ke India Positif Corona,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Atlet Tenis Novak Djokovic Masih Terkatung-katung di Australia,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"Pengawasan Walmart di Cina Lebih Ketat, Gara-Gara Tak Jual Produk Xinjiang?",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"Saingi Pengaruh Cina, Amerika Serikat Ingin Lekatkan Kerja Sama di Indo-Pasifik",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"Jokowi Telepon Hun Sen, Ingatkan Junta Tak Diundang KTT jika Perdamaian Gagal",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Parlemen Prancis Sahkan Kartu Sudah Vaksin Covid-19 ,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
"Kunjungi Myanmar, Hun Sen Jadi Kepala Negara Pertama yang Temui Pemimpin Junta",dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
3 WNI Tertangkap di Tempat Prostitusi Malaysia,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
6.000 Karyawan Bioskop Cineplex Dirumahkan Akibat Omicron,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
Presiden Brasil Kritik Vaksin Covid-19 untuk Anak-anak: Ada Apa di Balik Ini?,dunia,tempo.co,https://www.tempo.co/indeks/2022-01-07/dunia
